Country,City,Title,Activities_Type,Review_Count,Rating,Description,Address,Open,Close,Lat,Long,A_Type,Review_Rating
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chiyoda",Nagaizaka,"Sights & Landmarks, Historic Walking Areas",2,4,NaN," From Ichibancho Intersection to 1 Chome and 2 Chome of Kojimachi, Chiyoda 100-0000, Tokyo Prefecture",NaN,NaN,NaN,NaN,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",JINJI Tennis Center,"Classes & Workshops, Outdoor Activities, Sports Camps & Clinics",1,5,NaN,"6-6-2 Nishishinjuku, Shinjuku 160-0023, Tokyo Prefecture",0700,2100,35.6925695,139.691234,Active,5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo",Ginzashusse Jizoson and Mimeguri Shrine,"Sights & Landmarks, Sacred & Religious Sites",3,3.5,NaN,"4-6-16 Ginza Ginza Mitsukoshi Roof Top, Chuo 104-0061, Tokyo Prefecture",NaN,NaN,35.6713217,139.7658365,"Cultural, Attractions",10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Katsushika",Komon Bridge,"Sights & Landmarks, Bridges, Architectural Buildings",1,5,NaN,"6-23 Nishimizumoto, Katsushika 125-0031, Tokyo Prefecture",NaN,NaN,35.7931765,139.8593158,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Toshima",Ikebukuro Marui,"Shopping, Shopping Malls",9,3,NaN,"3-28-13 Nishiikebukuro, Toshima 171-0021, Tokyo Prefecture",NaN,NaN,35.7313307,139.7076084,City,27
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato, Akasaka",Nogi Taisho to Tsujiurauri Shonenzo,"Sights & Landmarks, Monuments & Statues",1,5,NaN,"8-11-37 Nogi Park, Akasaka, Minato 107-0052, Tokyo Prefecture",NaN,NaN,35.6679674,139.7274786,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",Yotsuya Mitsuke Park,Nature & Parks,8,3.5,NaN,"1-12 Yotsuya, Shinjuku 160-0004, Tokyo Prefecture",NaN,NaN,35.6841004,139.7286057,Nature,28
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",Choko-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",5,3.5,NaN,"1-5-2 Hyakunincho, Shinjuku 169-0073, Tokyo Prefecture",NaN,NaN,35.6984256,139.7010439,"Cultural, Attractions",17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chiyoda",Shibusawa Eiichi Monument,"Sights & Landmarks, Monuments & Statues",11,3,NaN,"2-7-2 Otemachi inside Tokiwabashi Park, Chiyoda 101-0064, Tokyo Prefecture",NaN,NaN,35.6855209,139.7704499,"Cultural, Attractions",33
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",Akasaka Hitotsugidori Shotengai,"Sights & Landmarks, Points of Interest & Landmarks",4,3.5,NaN,"4-3-30 Akasaka, Minato 107-0052, Tokyo Prefecture",NaN,NaN,35.6748295,139.7356612,Attractions,14
Japan,"Kanto, Tokyo Prefecture, Tokyo, Katsushika",Mizumoto Kawasemi No Yu,Nature & Parks,5,3.5,NaN,"8-3 Mizumotokoen, Katsushika 125-0034, Tokyo Prefecture",NaN,NaN,35.7875549,139.8693733,Nature,17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",The History Museum of J-Koreans,"Museums, History Museums",2,4,NaN,"1-7-32 Minamiazabu, Minato 106-0047, Tokyo Prefecture",NaN,NaN,35.6515545,139.7370174,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo, Nihonbashi",Nihon no Michi 100 Sen Chuodori Monument,"Sights & Landmarks, Monuments & Statues, Points of Interest & Landmarks",2,4,NaN,"1-1-1 Nihombashi Tourism Infomation Center, Nihonbashi, Chuo 103-0027, Tokyo Prefecture",NaN,NaN,35.6864819,139.7741412,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",Sokyusha,"Shopping, Museums, Art Galleries",1,5,NaN,"1-3-5 Shinjuku 3f, Shinjuku 160-0022, Tokyo Prefecture",NaN,NaN,35.6878994,139.7117932,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",Shinjuku Ophthalmologist Gallery,"Museums, Shopping, Art Galleries",2,4,NaN,"5-18-11 Shinjuku, Shinjuku 160-0022, Tokyo Prefecture",NaN,NaN,35.6946401,139.706274,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chiyoda",Awajizaka,"Sights & Landmarks, Points of Interest & Landmarks",5,3.5,NaN,"4 Chome Kanda Surugadai, Chiyoda 101-0062, Tokyo Prefecture",NaN,NaN,35.6978221,139.7660665,Attractions,17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Sumida",Kokonoe Beya Sumo Stable,"Sights & Landmarks, Points of Interest & Landmarks",4,3.5,NaN,"4-22-4 Ishiwara, Sumida 130-0011, Tokyo Prefecture",NaN,NaN,35.7000308,139.8055302,Attractions,14
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya",Shibuya Ward Yoyogi Oyama Park Playground,"Sights & Landmarks, Arenas & Stadiums",1,5,NaN,"2-53-1 Nishihara, Shibuya 151-0066, Tokyo Prefecture",NaN,NaN,35.6715697,139.6748029,Attractions,5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo, Ginza",Ginza Five,"Shopping, Shopping Malls",14,3,NaN,"5-1 Ginza, Ginza, Chuo 104-0061, Tokyo Prefecture",NaN,NaN,35.6722472,139.7616953,City,42
Japan,"Kanto, Tokyo Prefecture, Tokyo, Suginami",Kamakura Bridge,"Sights & Landmarks, Bridges",1,5,NaN,"4-43 Shimotakaido, Suginami 168-0073, Tokyo Prefecture",NaN,NaN,35.6749791,139.6272896,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Suginami",Uchida Hidegoro Statue,"Sights & Landmarks, Monuments & Statues",1,5,NaN,"Zempukuji, Suginami 167-0041, Tokyo Prefecture",NaN,NaN,35.710983,139.5939914,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chiyoda",FUJIFILM Imaging Plaza,"Museums, Shopping, Art Galleries",1,5,NaN,"2-1-1 Marunouchi My Plaza 3F, Chiyoda 100-0005, Tokyo Prefecture",1000,1900,35.6790736,139.7619977,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Taito",Zensho-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",7,3.5,NaN,"1-4-15 Nishiasakusa, Taito 111-0035, Tokyo Prefecture",NaN,NaN,35.7107353,139.7890311,"Cultural, Attractions",24.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Meguro",Aburamen Park,"Nature & Parks, Fun & Games, Playgrounds",5,3.5,NaN,"1-16-22 Nakacho, Meguro 153-0065, Tokyo Prefecture",NaN,NaN,35.632414,139.696866,Nature,17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo",Mannen Bridge,"Sights & Landmarks, Bridges",5,3.5,NaN,"1 Tsukiji, Chuo 104-0045, Tokyo Prefecture",NaN,NaN,35.6695034,139.7716198,"Cultural, Attractions",17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Nakano",Waraijizo,"Sights & Landmarks, Sacred & Religious Sites",4,3.5,NaN,"5-18-13 Nogata, Nakano 165-0027, Tokyo Prefecture",NaN,NaN,35.7192361,139.6515304,"Cultural, Attractions",14
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato, Mita",Gankai-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",3,3.5,NaN,"4-2-10, Mita, Minato 108-0073, Tokyo Prefecture",NaN,NaN,35.6454748,139.740009,"Cultural, Attractions",10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Taito, Yanaka",Enju-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",6,3.5,NaN,"1-7-36 Yanaka, Yanaka, Taito 110-0001, Tokyo Prefecture",NaN,NaN,35.7214195,139.7670544,"Cultural, Attractions",21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",Kozen-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",1,5,NaN,"1-7-4 Motoazabu, Minato 106-0046, Tokyo Prefecture",NaN,NaN,35.6529682,139.7339982,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya",America-Bashi Gallery,"Museums, Shopping, Art Galleries",1,5,NaN,"1-22-3 Ebisu Minami, Shibuya 150-0022, Tokyo Prefecture",NaN,NaN,35.643313,139.711492,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",Old Yodobashi Water Treatment Plant Rokkakudo,"Sights & Landmarks, Points of Interest & Landmarks",3,3.5,NaN,"2-11 Nishishinjuku inside Shinjuku Central Park, Shinjuku 160-0023, Tokyo Prefecture",NaN,NaN,35.6891166,139.6897193,Attractions,10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Bunkyo",Shimmei Toden Shakoato Park,"Nature & Parks, Fun & Games, Playgrounds",3,3.5,NaN,"4-35 Honkomagome, Bunkyo 113-0021, Tokyo Prefecture",NaN,NaN,35.7333564,139.7556494,Nature,10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinagawa",Oi Park,Nature & Parks,6,3.5,NaN,"4-8-4 Higashi oi, Shinagawa, Tokyo Prefecture",NaN,NaN,35.6264671,139.7120984,Nature,21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo",Kashima Arts,"Museums, Shopping, Art Galleries, Speciality Museums, ",4,3.5,"""We deal with calligraphy, letters, manuscripts, and modern Japanese paintings. We hold sales exhibitions at local department stores and also have business with museums. Introducing Japanese paintings and calligraphies from classic to modern, we...","3-3-2 Kyobashi, Chuo 104-0031, Tokyo Prefecture",1000,1800,35.6756804,139.7682392,"Food, Active, Nightlife, Water Activities, Nature, Cultural, Attractions",14
Japan,"Kanto, Tokyo Prefecture, Tokyo, Toshima",Ikebukuro Suiten-gu,"Sights & Landmarks, Sacred & Religious Sites",7,3.5,NaN,"1-50-23 Higashiikebukuro, Toshima 170-0013, Tokyo Prefecture",NaN,NaN,35.7331392,139.7134022,"Cultural, Attractions",24.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Edogawa",Yogonomatsu,"Sights & Landmarks, Points of Interest & Landmarks",4,3.5,NaN,"2-24-2 Higashikoiwa Zenyoji Temple, Edogawa 133-0052, Tokyo Prefecture",1200,2359,35.7278595,139.8935331,Attractions,14
Japan,"Kanto, Tokyo Prefecture, Tokyo, Suginami",Koenji Catholic Church,"Sights & Landmarks, Churches & Cathedrals",5,3.5,NaN,"2-33-32 Koenjiminami, Suginami 166-0003, Tokyo Prefecture",NaN,NaN,35.6996519,139.6531504,"Cultural, Attractions",17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Setagaya",Yanagikoji,"Shopping, Shopping Malls",6,3.5,NaN,"3 Tamagawa, Setagaya 158-0094, Tokyo Prefecture",NaN,NaN,35.6142766,139.6250153,City,21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo",Odaiyodo Monument,"Sights & Landmarks, Monuments & Statues",8,3.5,NaN,"1-1-1 Kyobashi, Chuo 104-0031, Tokyo Prefecture",NaN,NaN,35.6793855,139.7705307,"Cultural, Attractions",28
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",Kimichan Statue,"Sights & Landmarks, Monuments & Statues, Points of Interest & Landmarks",16,3,NaN,"Azabu Juban, Minato, Tokyo Prefecture",NaN,NaN,35.6545208,139.735323,"Cultural, Attractions",48
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo, Ginza",Ginza Inz,"Shopping, Shopping Malls",16,3,NaN,"2-2 Ginza Nishi, Ginza, Chuo 104-0061, Tokyo Prefecture",NaN,NaN,35.6726807,139.7683699,City,48
Japan,"Kanto, Tokyo Prefecture, Tokyo, Koto",Fukagawa Sports Center,"Fun & Games, Sports Complexes",9,3.5,NaN,"1-2-18 Ecchujima, Koto, Tokyo Prefecture",NaN,NaN,35.6704399,139.7916767,Active,31.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Edogawa",Ichinoe Makkotei,"Sights & Landmarks, Nature & Parks, Points of Interest & Landmarks, Gardens, ",3,4,NaN,"5-13-16 Ichinoe, Edogawa 132-0024, Tokyo Prefecture",NaN,NaN,35.6969643,139.8812839,"Food, Active, Nightlife, Water Activities, Nature, Cultural, Attractions",12
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo",Kujira to Umi to Ningyocho Monument,"Sights & Landmarks, Monuments & Statues",6,3.5,NaN,"1-6 Nihonbashi Ningyocho, Chuo 103-0013, Tokyo Prefecture",NaN,NaN,35.6828519,139.775072,"Cultural, Attractions",21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Edogawa",Ichinoe Nanushi House,"Sights & Landmarks, Historic Sites",2,4,NaN,"2-21-20 Haruecho, Edogawa 132-0003, Tokyo Prefecture",NaN,NaN,35.6982035,139.889458,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Bunkyo",Rikugi Park Playground,"Fun & Games, Sports Complexes",5,3.5,NaN,"6-16-10 Honkomagome, Bunkyo 113-0021, Tokyo Prefecture",NaN,NaN,35.7313399,139.745725,Active,17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Toshima",Espace Kuu,"Museums, Shopping, Art Galleries",1,5,NaN,"3-20-1 Nishisugamo Taisho University 5 Bldg, 1F, Toshima 170-0001, Tokyo Prefecture",NaN,NaN,35.742442,139.727742,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Suginami",Tekigaiso Park,"Nature & Parks, Sights & Landmarks, Historic Sites, Architectural Buildings, ",2,4,NaN,"2-43 Ogikubo, Suginami 167-0051, Tokyo Prefecture",NaN,NaN,35.699174,139.6221892,"Food, Active, Nightlife, Water Activities, Nature, Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Edogawa",Daigo-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",1,5,NaN,"4-6-5 Nishiichinoe, Edogawa 132-0023, Tokyo Prefecture",NaN,NaN,35.6969417,139.8741152,"Cultural, Attractions",5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Taito",Tokyo Metro Ueno Station Passenger Information Center,"Traveller Resources, Visitor Centres",7,3.5,NaN,"7-1-1 Ueno Tokyo Metro Ueno Station premises, Taito 110-0005, Tokyo Prefecture",0915,1715,35.7141672,139.7774091,City,24.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Ota",Haginaka Shrine,"Sights & Landmarks, Sacred & Religious Sites",11,3,NaN,"1-5-8 Haginaka, Ota 144-0047, Tokyo Prefecture",NaN,NaN,35.5525056,139.7279284,"Cultural, Attractions",33
Japan,"Kanto, Tokyo Prefecture, Tokyo, Toshima",Motoikebukuroshiseki Park,Nature & Parks,8,3.5,NaN,"1-9-12 Nishiikebukuro, Toshima 171-0021, Tokyo Prefecture",NaN,NaN,35.7287777,139.7086113,Nature,28
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya",Fukusho-ji Temple,"Sights & Landmarks, Historic Sites, Sacred & Religious Sites",3,3.5,NaN,"3-10-13 Higashi, Shibuya 150-0011, Tokyo Prefecture",NaN,NaN,35.6497623,139.7110198,"Cultural, Attractions",10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Suginami",Seson-ion,"Sights & Landmarks, Sacred & Religious Sites",7,3.5,NaN,"1-26-2 Asagayakita, Suginami 166-0001, Tokyo Prefecture",NaN,NaN,35.7065381,139.6362565,"Cultural, Attractions",24.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya, Jingumae",Pass The Baton Omotesando,"Shopping, Antique Stores",1,5,NaN,"4-12-10 Jingumae Omotesando Hills West Bldg B2F, Jingumae, Shibuya 150-0001, Tokyo Prefecture",NaN,NaN,35.6671757,139.7090417,City,5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya",Koga Masao Museum of Music,"Museums, Speciality Museums",16,3,NaN,"3-6-12 Uehara, Shibuya 151-0064, Tokyo Prefecture",NaN,NaN,35.6678203,139.6800387,"Cultural, Attractions",48
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo",Ginza Brick Monument,"Sights & Landmarks, Monuments & Statues",6,3.5,NaN,"1-11 Ginza, Chuo 104-0061, Tokyo Prefecture",NaN,NaN,35.6745916,139.7696281,"Cultural, Attractions",21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Toshima",Takata Sochinju Hikawa Shrine,"Sights & Landmarks, Sacred & Religious Sites, Historic Sites",10,3,NaN,"3-14 Ikebukurohoncho, Toshima 170-0011, Tokyo Prefecture",NaN,NaN,35.7435435,139.7108882,"Cultural, Attractions",30
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",Kobochan Statue,"Sights & Landmarks, Monuments & Statues",6,3.5,NaN,"6 Kagurazaka, Shinjuku 162-0825, Tokyo Prefecture",NaN,NaN,35.7028067,139.7370542,"Cultural, Attractions",21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Toshima",The Edogawa Rampo Residence,"Sights & Landmarks, Historic Sites",6,3.5,NaN,"5-15-17 Nishiikebukuro, Toshima 171-0021, Tokyo Prefecture",NaN,NaN,35.7319026,139.7029143,"Cultural, Attractions",21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Nakano",Grave of Inoue Enryo,"Sights & Landmarks, Historic Sites",3,3.5,NaN,"1-6-4 Egota Front of Renge-ji Temple, Nakano 165-0022, Tokyo Prefecture",NaN,NaN,35.7244215,139.6738599,"Cultural, Attractions",10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Koto",Nakanoshima Park,Nature & Parks,3,3.5,NaN,"2 Chome Etchujima, Koto 135-0044, Tokyo Prefecture",NaN,NaN,35.6677041,139.7940015,Nature,10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo",Yasuhira Shrine,"Sights & Landmarks, Sacred & Religious Sites",2,4,NaN,"1-22 Ginza, Chuo 104-0061, Tokyo Prefecture",NaN,NaN,35.6717281,139.7709086,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Bunkyo",Kikuzaka,"Sights & Landmarks, Points of Interest & Landmarks",3,3.5,NaN,"4 Hongo, Bunkyo 113-0033, Tokyo Prefecture",NaN,NaN,35.709937,139.7556223,Attractions,10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato, Mita",Jisso-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",4,3.5,NaN,"4-12-15, Mita, Minato 108-0073, Tokyo Prefecture",NaN,NaN,35.6438083,139.7396396,"Cultural, Attractions",14
Japan,"Kanto, Tokyo Prefecture, Tokyo, Koto",Kibun Inari Shrine,"Sights & Landmarks, Sacred & Religious Sites",3,3.5,NaN,"1-14 Eitai, Koto 135-0034, Tokyo Prefecture",NaN,NaN,35.6758004,139.7904461,"Cultural, Attractions",10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",United Church of Christ in Japan Takanawa,"Sights & Landmarks, Churches & Cathedrals, Points of Interest & Landmarks",4,3.5,NaN,"3-15-15 Takanawa, Minato 108-0074, Tokyo Prefecture",NaN,NaN,35.6347953,139.7332766,"Cultural, Attractions",14
Japan,"Kanto, Tokyo Prefecture, Tokyo, Adachi",Otori Shrine,"Sights & Landmarks, Historic Sites, Sacred & Religious Sites",2,5,NaN,"7-15-1 Hanahata, Adachi 121-0061, Tokyo Prefecture",NaN,NaN,35.8093185,139.8202597,"Cultural, Attractions",10
Japan,"Kanto, Tokyo Prefecture, Tokyo, Edogawa",Shinkawa Senbonzakura,"Sights & Landmarks, Scenic Walking Areas",2,4,NaN,"Edogawa, Tokyo Prefecture",NaN,NaN,35.7066569,139.8684267,"Nature, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Arakawa, Minamisenju",Tenno Park,Nature & Parks,3,3.5,NaN,"6-67-21 Minami Senju, Minamisenju, Arakawa, Tokyo Prefecture",NaN,NaN,35.738338,139.7951127,Nature,10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Edogawa",Shinkawa Hi no Miyagura,"Sights & Landmarks, Points of Interest & Landmarks",2,4,NaN,"2-1 Funabori Shinkawa Nishisuimon Hiroba, Edogawa 134-0091, Tokyo Prefecture",NaN,NaN,35.683759,139.8584837,Attractions,8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Chuo, Ginza",Canon Gallery Ginza,"Shopping, Museums, Art Galleries",8,3.5,NaN,"3-9-7 Ginza Trelans Ginza Building 1F, Ginza, Chuo 104-0061, Tokyo Prefecture",NaN,NaN,35.6714336,139.7676866,"Cultural, Attractions",28
Japan,"Kanto, Tokyo Prefecture, Tokyo, Setagaya",Setagaya Machinaka Tourist Information Corner,"Traveller Resources, Visitor Centres",5,3.5,NaN,"2-16-7 Taishido 1F Setagaya Sangyo Plaza, Setagaya 154-0004, Tokyo Prefecture",0900,2000,35.6483529,139.6680737,City,17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Koto",Rinsen-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",6,3.5,NaN,"3-4-6 Kiyosumi, Koto 135-0024, Tokyo Prefecture",NaN,NaN,35.6817997,139.7977063,"Cultural, Attractions",21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya",Harunoogawa Kahi,"Sights & Landmarks, Monuments & Statues",2,4,NaN,"5-65 Yoyogi, Shibuya 151-0053, Tokyo Prefecture",NaN,NaN,35.6722701,139.6906098,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Edogawa",Kaze no Hiroba,"Sights & Landmarks, Points of Interest & Landmarks",6,3.5,NaN,"1 Komatsugawa Ojima Komatsugawa Park, Edogawa 132-0034, Tokyo Prefecture",NaN,NaN,35.6891151,139.8499882,Attractions,21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Suginami",Kamiigusa Sports Center,"Fun & Games, Sports Complexes",2,4,NaN,"3-34-1 Kamiigusa, Suginami 167-0023, Tokyo Prefecture",NaN,NaN,35.7240622,139.6018847,Active,8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya",Yosano Akiko Monument,"Sights & Landmarks, Monuments & Statues",7,3.5,NaN,"2-10-1 Dogenzaka, Shibuya 150-0043, Tokyo Prefecture",NaN,NaN,35.6579832,139.698929,"Cultural, Attractions",24.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Sumida",Oedo Ryogokutei,"Concerts & Shows, Theatres",3,3.5,NaN,"4-30-4 Ryogoku 1F Ryogoku Musashino Mansion, Sumida 103-0026, Tokyo Prefecture",NaN,NaN,35.6943093,139.7965256,Attractions,10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",Baybreeze Garden,"Sights & Landmarks, Scenic Walking Areas",2,4,NaN,"3 Chome Konan, Minato 108-0075, Tokyo Prefecture",NaN,NaN,35.6333238,139.7493308,"Nature, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya",Josen-ji Temple,"Sights & Landmarks, Sacred & Religious Sites",5,3.5,NaN,"10-15 Uguisudanicho, Shibuya 150-0032, Tokyo Prefecture",NaN,NaN,35.6541775,139.7008754,"Cultural, Attractions",17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",Nyoirin Kannon,"Sights & Landmarks, Sacred & Religious Sites",2,4,NaN,"4-3 Shibakoen, Minato 105-0011, Tokyo Prefecture",NaN,NaN,35.6578568,139.746358,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",Teikoku Databank Historical Museum,"Museums, Speciality Museums",5,3.5,NaN,"22-8 Honshiocho, Shinjuku 160-0003, Tokyo Prefecture",NaN,NaN,35.6894862,139.7297575,"Cultural, Attractions",17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shibuya",Hanawa Hokiichi Museum,"Museums, Speciality Museums",2,4,NaN,"2-9-1 Higashi, Shibuya 150-0011, Tokyo Prefecture",NaN,NaN,35.651359,139.7087932,"Cultural, Attractions",8
Japan,"Kanto, Tokyo Prefecture, Tokyo, Meguro",Melsa Jiyugaoka,"Shopping, Shopping Malls",9,3,NaN,"1-8-21 Jiyugaoka, Meguro 152-0035, Tokyo Prefecture",NaN,NaN,35.6070912,139.6693443,City,27
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinjuku",Shimoochiai Yachono Mori Park,Nature & Parks,5,3.5,NaN,"4-8 Shimoochiai, Shinjuku 161-0033, Tokyo Prefecture",NaN,NaN,35.7183649,139.6968295,Nature,17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Shinagawa",Gongenyama Park,Nature & Parks,8,3.5,NaN,"3-9-5 Kitashinagawa, Shinagawa 140-0001, Tokyo Prefecture",NaN,NaN,35.6185752,139.7377658,Nature,28
Japan,"Kanto, Tokyo Prefecture, Tokyo, Bunkyo",Hozo-in,"Sights & Landmarks, Sacred & Religious Sites",6,3.5,NaN,"3-5-4 Koishikawa, Bunkyo 112-0002, Tokyo Prefecture",NaN,NaN,35.7126281,139.7455145,"Cultural, Attractions",21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Arakawa",Basho Matsuo Statue,"Sights & Landmarks, Monuments & Statues",7,3.5,NaN,"4 Chome Minamisenju Front of Minamisenju Station West Entrance, Arakawa 116-0003, Tokyo Prefecture",NaN,NaN,35.733259,139.7991213,"Cultural, Attractions",24.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato","Museum of Marine Science, Tokyo University of Marine Science and Technology","Museums, Speciality Museums",3,3.5,NaN,"4-5-7 Konan inside Tokyo University of Marine Science and Technology Shinagawa Campus, Minato 108-8477, Tokyo Prefecture",NaN,NaN,35.6269717,139.7476452,"Cultural, Attractions",10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Nerima",Tomb of the Senkawa Family,"Sights & Landmarks, Points of Interest & Landmarks",3,3.5,NaN,"2-18 Kitamachi Amidato Cemetery, Nerima 179-0081, Tokyo Prefecture",NaN,NaN,35.7663784,139.6627474,Attractions,10.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",Mail Post & 0 Km Post,"Sights & Landmarks, Monuments & Statues, Points of Interest & Landmarks",11,3,NaN,"3-26-27 Takanawa, Minato 108-0074, Tokyo Prefecture",NaN,NaN,35.6286935,139.7394319,"Cultural, Attractions",33
Japan,"Kanto, Tokyo Prefecture, Tokyo, Toshima",Tokugawa Yoshinobu Umeyashiki Monument,"Sights & Landmarks, Monuments & Statues",6,3.5,NaN,"1-18 Sugamo, Toshima 170-0002, Tokyo Prefecture",NaN,NaN,35.7323592,139.7393421,"Cultural, Attractions",21
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato, Takanawa",Hoan-ji Temple,"Sights & Landmarks, Historic Sites, Sacred & Religious Sites",5,3.5,NaN,"2-2-26 Takanawa, Takanawa, Minato 108-0074, Tokyo Prefecture",NaN,NaN,35.6393115,139.7362345,"Cultural, Attractions",17.5
Japan,"Kanto, Tokyo Prefecture, Tokyo, Minato",Kagaku-in,"Sights & Landmarks, Sacred & Religious Sites",9,3,NaN,"1-7-15 Shibakoen, Minato 105-0011, Tokyo Prefecture",NaN,NaN,35.6573987,139.7521436,"Cultural, Attractions",27
